Defline,Subtype,US Clade,Global Clade
>A/swine/Kansas/A02245387/2020|01/10/2020|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245675/2020|06/24/2020|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245703/2020|08/31/2020|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A02245717/2020|09/21/2020|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245726/2020|10/01/2020|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245738/2020|10/09/2020|Kansas|6|NA,N1,classical,classical
>A/swine/Kansas/A02245740/2020|10/09/2020|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02430272/2019|02/07/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02478876/2019|11/13/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02479028/2020|01/24/2020|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02479379/2020|05/19/2020|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kentucky/16TOSU3279/2016|07/07/2016|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/16TOSU3284/2016|07/07/2016|Kentucky|6|NA,N2,2002A,2002A
>A/swine/Kentucky/16TOSU3477/2016|07/07/2016|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/16TOSU3494/2016|07/07/2016|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/16TOSU5910/2016|11/01/2016|Kentucky|6|NA,N2,2002A,2002A
>A/swine/Kentucky/16TOSU6069/2016|11/01/2016|Kentucky|6|NA,N2,2002A,2002A
>A/swine/Kentucky/16TOSU6724/2016|07/07/2016|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/16TOSU8840/2016|08/01/2016|Kentucky|6|NA,N2,2002A,2002A
>A/swine/Kentucky/16TOSU8970/2016|08/01/2016|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU4436/2017|11/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU4661/2017|11/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6210/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6212/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6270/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6274/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6279/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6329/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6368/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6417/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6419/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6422/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6432/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6438/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6457/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6464/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6521/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6527/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6563/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6575/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6580/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6581/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6588/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6594/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/17TOSU6595/2017|07/01/2017|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/18TOSU1508/2018|07/01/2018|Kentucky|6|NA,N2,2002A,2002A
>A/swine/Kentucky/18TOSU1939/2018|07/01/2018|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Kentucky/A02525075/2021|01/13/2021|Kentucky|6|NA,N2,2002A,2002A
>A/swine/Kentucky/D0385/2013|05/20/2013|Kentucky|6|NA,N2,2002B,2002B
>A/swine/Louisiana/A02525266/2021|03/16/2021|Louisiana|6|NA,N2,2002A,2002A
>A/swine/Maryland/A01104040/2012|08/15/2012|Maryland|6|NA,N2,2002B,2002B
>A/swine/Maryland/A01104048/2012|08/16/2012|Maryland|6|NA,N2,2002B,2002B
>A/swine/Maryland/A01319694/2013|04/10/2013|Maryland|6|NA,N2,2002B,2002B
>A/swine/Maryland/A01444460/2013|01/03/2013|Maryland|6|NA,N2,2002A,2002A
>A/swine/Maryland/A01764002/2017|09/17/2017|Maryland|6|NA,N2,2002B,2002B
>A/swine/Maryland/A01764005/2017|09/17/2017|Maryland|6|NA,N2,2002B,2002B
>A/swine/Maryland/A01764022/2017|09/23/2017|Maryland|6|NA,N2,2002B,2002B
>A/swine/Maryland/A01764024/2017|09/23/2017|Maryland|6|NA,N2,2002B,2002B
>A/swine/Maryland/D0384/2013|11/29/2013|Maryland|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3328/2016|06/01/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3334/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3335/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3342/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3378/2016|06/18/2016|Michigan|6|NA,N2,2002A,2002A
>A/swine/Michigan/16TOSU3386/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3388/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3389/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3395/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3397/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3399/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3403/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3404/2016|06/01/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3406/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3407/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3418/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3442/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU3443/2016|06/18/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU4663/2016|07/01/2016|Michigan|6|NA,N2,2002A,2002A
>A/swine/Michigan/16TOSU4673/2016|07/01/2016|Michigan|6|NA,N2,2002A,2002A
>A/swine/Michigan/16TOSU5083/2016|08/06/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU5086/2016|08/01/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU5089/2016|08/06/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/16TOSU5222/2016|08/06/2016|Michigan|6|NA,N2,2002A,2002A
>A/swine/Michigan/16TOSU5238/2016|08/06/2016|Michigan|6|NA,N2,2002A,2002A
>A/swine/Michigan/16TOSU7563/2016|07/16/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/17TOSU4222/2017|08/01/2017|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A01104095/2016|07/28/2016|Michigan|6|NA,N2,2002A,2002A
>A/swine/Michigan/A01259000/2012|06/19/2012|Michigan|6|NA,N2,2002A,2002A
>A/swine/Michigan/A01259003/2012|11/28/2012|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A01259074/2013|08/20/2013|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A01410962/2014|06/11/2014|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A01432678/2013|05/2013|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A01671226/2016|12/06/2016|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A01678583/2018|09/05/2018|Michigan|6|NA,N2,1998,1998
>A/swine/Michigan/A02025547/2015|08/13/2015|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A02427889/2018|12/21/2018|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A02478751/2019|10/08/2019|Michigan|6|NA,N2,1998,1998
>A/swine/Michigan/A02479000/2020|01/16/2020|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A02479277/2020|04/26/2020|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A02479299/2020|05/01/2020|Michigan|6|NA,N2,2002B,2002B
>A/swine/Michigan/A02524482/2020|07/09/2020|Michigan|6|NA,N2,1998,1998
>A/swine/Minnesota/080470/2015|05/24/2015|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01076999/2010|09/22/2010|Minnesota|6|NA,N2,2002,2002
>A/swine/Minnesota/A01134337/2010|11/17/2010|Minnesota|6|NA,N2,2002,2002
>A/swine/Minnesota/A01280462/2013|01/23/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01301908/2012|09/02/2012|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01349160/2013|03/05/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01350866/2013|06/04/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01351603/2013|07/11/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01364816/2013|09/13/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01366050/2013|11/27/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01366913/2014|01/31/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01366992/2014|02/05/2014|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01392079/2013|09/18/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01394021/2013|10/15/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01394278/2013|09/19/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01395294/2013|11/19/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01409450/2013|11/2013|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01410771/2014|05/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01469329/2014|12/18/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01471950/2015|06/29/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01472881/2015|08/10/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01477050/2014|07/11/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01477780/2014|10/22/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01480322/2014|02/27/2014|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01480518/2014|03/11/2014|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01481073/2014|04/16/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01483010/2014|09/17/2014|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01489046/2014|12/17/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01490759/2013|12/26/2013|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01493481/2014|03/26/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01509676/2014|04/28/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01567013/2014|06/16/2014|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01667099/2017|03/09/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01668212/2016|11/09/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01668937/2016|11/30/2016|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01671761/2016|12/22/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01672420/2017|01/19/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01676585/2016|04/11/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01677360/2016|05/04/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01677935/2016|05/25/2016|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01678475/2016|12/05/2016|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01678489/2017|05/05/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01678498/2017|06/29/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01678514/2017|10/10/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01678556/2018|04/16/2018|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01678586/2018|09/20/2018|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01678595/2018|10/31/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01778110/2016|07/29/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01781044/2016|08/31/2016|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01781222/2016|09/07/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01781978/2016|09/28/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01783004/2016|11/01/2016|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785237/2016|10/24/2016|Minnesota|6|NA,N1,classical,classical
>A/swine/Minnesota/A01785241/2016|10/24/2016|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785267/2017|06/01/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785268/2017|05/22/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01785270/2017|06/12/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785300/2017|09/27/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785316/2017|10/17/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01785322/2017|10/18/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785326/2017|10/23/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785328/2017|10/25/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785333/2017|10/27/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785345/2017|11/07/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785355/2017|11/15/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01785361/2017|11/21/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785363/2017|11/24/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785384/2017|12/18/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785389/2017|12/18/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785393/2017|12/20/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785400/2017|12/27/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785415/2018|01/09/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785416/2018|01/10/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785422/2018|01/18/2018|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01785461/2018|03/02/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785463/2018|03/09/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785468/2018|03/15/2018|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01785488/2018|03/27/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785489/2018|03/29/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785491/2018|03/30/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785496/2018|04/05/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785497/2018|04/05/2018|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01785531/2018|05/01/2018|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01785562/2018|06/05/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785563/2018|06/05/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785566/2018|06/06/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785567/2018|06/06/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785568/2018|06/08/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785596/2018|08/07/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785619/2018|09/10/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785621/2018|09/12/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785628/2018|09/26/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785718/2018|10/24/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785723/2018|10/28/2018|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01785743/2018|11/08/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785759/2018|11/16/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785768/2018|11/26/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785779/2018|12/05/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785782/2018|12/07/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785794/2018|12/20/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785812/2018|12/31/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785814/2019|01/04/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785845/2019|01/09/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785848/2019|01/11/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785856/2019|01/18/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785859/2019|01/21/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785862/2019|01/22/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785909/2019|01/24/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785920/2019|01/31/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01785953/2019|02/13/2019|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01785989/2019|02/22/2019|Minnesota|6|NA,N2,1998B,1998B
>A/swine/Minnesota/A01822846/2015|06/08/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01847237/2015|04/02/2015|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01940148/2015|08/24/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01940153/2015|08/17/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01940176/2015|08/26/2015|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01940427/2015|09/21/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01940765/2015|10/19/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01940814/2015|10/19/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01941094/2015|11/13/2015|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01941131/2015|11/16/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01941504/2015|12/14/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01941510/2015|12/09/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01941515/2015|12/15/2015|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01941676/2015|12/30/2015|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01941693/2015|12/30/2015|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01941831/2015|12/30/2015|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01941920/2015|12/18/2015|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01942134/2016|01/26/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01942171/2016|01/28/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01942325/2016|02/10/2016|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A01943266/2016|04/19/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01943420/2016|05/05/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01943862/2016|05/24/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A01943867/2016|06/17/2016|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02136839/2017|11/21/2017|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02157976/2018|04/18/2018|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02158518/2018|05/10/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02158927/2018|05/17/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02171021/2018|07/02/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02214234/2017|03/17/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02216466/2017|05/25/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02216467/2017|05/30/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02221495/2017|08/29/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02221876/2017|09/20/2017|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245014/2019|03/18/2019|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245092/2019|03/27/2019|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245096/2019|03/28/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245106/2019|04/16/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245110/2019|04/18/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245133/2019|05/15/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245139/2019|05/22/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245180/2019|06/19/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245182/2019|06/25/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245197/2019|07/10/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245201/2019|07/19/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245205/2019|07/26/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245235/2019|09/06/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245255/2019|09/24/2019|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245278/2019|10/09/2019|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245296/2019|10/23/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245303/2019|10/24/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245304/2019|10/24/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245306/2019|10/28/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245307/2019|10/28/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245312/2019|10/31/2019|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245351/2019|12/02/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245357/2019|12/12/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245369/2019|12/20/2019|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245380/2020|01/08/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245410/2020|02/03/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245422/2020|02/24/2020|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245533/2020|03/18/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245563/2020|03/26/2020|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245564/2020|03/24/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245579/2020|04/03/2020|Minnesota|6|NA,N2,1998B,1998B
>A/swine/Minnesota/A02245582/2020|04/07/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245584/2020|04/07/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245603/2020|04/27/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245604/2020|04/27/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245638/2020|05/06/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245640/2020|05/11/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245641/2020|05/11/2020|Minnesota|6|NA,N2,2002B,2002B
