strain,date,state,most similar blast clade
A/swine/Pennsylvania/A01049256/2010,12/7/2010,Pennsylvania,C_IV
A/swine/Iowa/A01049160/2010,11/30/2010,Iowa,C_IV
A/swine/North_Carolina/SG1358/2010,9/24/2010,North_Carolina,C_IV
A/swine/North_Carolina/A01076214/2010,7/4/2010,North_Carolina,C_IV
A/swine/Illinois/A01047529/2010,12/2/2010,Illinois,C_IV
A/swine/Illinois/03041/2010,6/22/2010,Illinois,C_IV
A/swine/Oklahoma/A02525142/2021,2/2/2021,Oklahoma,2010-human_like
A/swine/Missouri/A02524836/2020,11/3/2020,Missouri,2010-human_like
A/swine/Minnesota/A02245724/2020,9/30/2020,Minnesota,C_IVA
A/swine/Iowa/A02524553/2020,8/20/2020,Iowa,C_IVA
A/swine/Minnesota/A02245638/2020,5/6/2020,Minnesota,2010-human_like
A/swine/North_Carolina/A02479237/2020,4/16/2020,North_Carolina,C_IVA
A/swine/Iowa/A02524727/2020,4/9/2020,Iowa,2010-human_like
A/swine/Iowa/A02479153/2020,3/19/2020,Iowa,C_IVA
A/swine/Iowa/A02245525/2020,3/2/2020,Iowa,C_IVA
A/swine/North_Carolina/A02245253/2019,9/19/2019,North_Carolina,C_IVA
A/swine/Iowa/A02478623/2019,8/21/2019,Iowa,C_IVA
A/swine/Iowa/A02478605/2019,8/5/2019,Iowa,C_IVA
A/swine/Iowa/A02478494/2019,5/16/2019,Iowa,C_IVA
A/swine/Iowa/A02478449/2019,4/26/2019,Iowa,C_IVA
A/swine/Iowa/A02478455/2019,4/25/2019,Iowa,C_IVA
A/swine/South_Dakota/A01785471/2018,3/15/2018,South_Dakota,C_IVA
A/swine/Indiana/A01672517/2017,1/20/2017,Indiana,C_IVA
A/swine/North_Carolina/A01047914/2011,1/6/2011,North_Carolina,C_IV
A/swine/North_Carolina/A01076204/2010,4/18/2010,North_Carolina,C_IV
A/swine/Kansas/A01785556/2018,5/30/2018,Kansas,C_IVB
A/swine/Nebraska/A02256553/2018,8/14/2018,Nebraska,C_IVB
A/swine/Nebraska/A01785451/2018,2/21/2018,Nebraska,C_IVB
A/swine/Nebraska/A01785423/2018,1/18/2018,Nebraska,C_IVB
A/swine/Iowa/A02524850/2020,10/28/2020,Iowa,2010-human_like
A/swine/Iowa/A02478703/2019,9/25/2019,Iowa,C_IVA
A/swine/Minnesota/A01279722/2012,12/6/2012,Minnesota,C_IVB
A/swine/North_Carolina/03289/2011,1/7/2011,North_Carolina,C_IV
A/swine/Nebraska/A01785442/2018,2/2/2018,Nebraska,C_IVB
A/swine/Nebraska/A01785413/2018,1/9/2018,Nebraska,C_IVB
A/swine/Nebraska/A01785395/2017,12/21/2017,Nebraska,C_IVB
A/swine/Minnesota/A01932423/2017,2/22/2017,Minnesota,C_IVB
A/swine/Oklahoma/A02245730/2020,10/1/2020,Oklahoma,2010-human_like
A/swine/Kansas/A01785624/2018,9/19/2018,Kansas,C_IVA
A/swine/Iowa/A02154766/2018,3/2/2018,Iowa,C_IVA
A/swine/Iowa/A02154072/2018,2/22/2018,Iowa,C_IVA
A/swine/Iowa/A02140874/2018,1/19/2018,Iowa,C_IVB
A/swine/Texas/A01785420/2018,1/17/2018,Texas,C_IVA
A/swine/Iowa/A02076965/2015,8/31/2015,Iowa,C_IVB
A/swine/Kansas/A01377582/2015,8/10/2015,Kansas,C_IVA
A/swine/Iowa/A02524807/2020,10/24/2020,Iowa,2010-human_like
A/swine/Minnesota/A02245671/2020,6/12/2020,Minnesota,C_IV
A/swine/Texas/A01785724/2018,10/29/2018,Texas,C_IVA
A/swine/Iowa/A02218156/2017,7/10/2017,Iowa,C_IVA
A/swine/Nebraska/A02217400/2017,6/28/2017,Nebraska,C_IVA
A/swine/Missouri/A02217292/2017,6/16/2017,Missouri,C_IVA
A/swine/Michigan/A01774374/2016,4/28/2016,Michigan,C_IVB
A/swine/Minnesota/A01941115/2015,11/9/2015,Minnesota,C_IVB
A/swine/Nebraska/A02034991/2015,7/30/2015,Nebraska,C_IV
A/swine/Minnesota/A01392534/2013,10/3/2013,Minnesota,C_IVF
A/swine/Iowa/13H091/2013,8/28/2013,Iowa,C_IVA
A/swine/Minnesota/A01277201/2012,11/12/2012,Minnesota,C_IVB
A/swine/Nebraska/A01116980/2011,11/2/2011,Nebraska,C_IV
A/swine/North_Carolina/A01076212/2010,6/27/2010,North_Carolina,C_IV
A/swine/Oklahoma/02985/2010,3/10/2010,Oklahoma,C_IV
A/swine/Missouri/02980/2010,2/16/2010,Missouri,C_IV
A/swine/Iowa/A02525175/2021,2/12/2021,Iowa,2010-human_like
A/swine/Nebraska/A02525301/2021,3/25/2021,Nebraska,2010-human_like
A/swine/Louisiana/A02525266/2021,3/16/2021,Louisiana,2010-human_like
A/swine/Nebraska/A02525176/2021,2/10/2021,Nebraska,2010-human_like
A/swine/Iowa/A02525106/2021,1/22/2021,Iowa,2010-human_like
A/swine/Iowa/A02524755/2020,10/15/2020,Iowa,2010-human_like
A/swine/Kansas/A02245740/2020,10/9/2020,Kansas,2010-human_like
A/swine/Minnesota/A02478714/2019,9/24/2019,Minnesota,2010-human_like
A/swine/Texas/A01785616/2018,9/11/2018,Texas,C_IVA
A/swine/Iowa/A02169078/2018,5/10/2018,Iowa,C_IVB
A/swine/Minnesota/A01785489/2018,3/29/2018,Minnesota,2010-human_like
A/swine/South_Dakota/A01785375/2017,12/1/2017,South_Dakota,C_IVA
A/swine/South_Dakota/A01785373/2017,11/29/2017,South_Dakota,C_IVA
A/swine/North_Carolina/A01671000/2016,12/2/2016,North_Carolina,C_IVA
A/swine/North_Carolina/A01782800/2016,10/27/2016,North_Carolina,C_IVA
A/swine/North_Carolina/A01777393/2016,7/6/2016,North_Carolina,C_IVA
A/swine/North_Carolina/A01776873/2016,6/21/2016,North_Carolina,C_IVA
A/swine/North_Carolina/A01728452/2015,12/28/2015,North_Carolina,C_IVA
A/swine/Minnesota/A01270872/2012,10/15/2012,Minnesota,C_IVB
A/swine/Nebraska/8534/2011,2011,Nebraska,C_IV
A/swine/Texas/03042/2010,7/2/2010,Texas,C_IVF
A/swine/Minnesota/A01785310/2017,10/10/2017,Minnesota,C_IVB
A/swine/Iowa/A02525261/2021,3/16/2021,Iowa,2010-human_like
A/swine/Iowa/A02524819/2020,10/29/2020,Iowa,2010-human_like
A/swine/Minnesota/A02524797/2020,10/27/2020,Minnesota,C_IV
A/swine/Iowa/A02524778/2020,10/23/2020,Iowa,2010-human_like
A/swine/Iowa/A02524757/2020,10/19/2020,Iowa,2010-human_like
A/swine/Kansas/A02245738/2020,10/9/2020,Kansas,2010-human_like
A/swine/Iowa/A02524512/2020,7/30/2020,Iowa,2010-human_like
A/swine/Kansas/A02479379/2020,5/19/2020,Kansas,2010-human_like
A/swine/Minnesota/A02245582/2020,4/7/2020,Minnesota,2010-human_like
A/swine/Minnesota/A02245303/2019,10/24/2019,Minnesota,2010-human_like
A/swine/Minnesota/A02245205/2019,7/26/2019,Minnesota,2010-human_like
A/swine/Minnesota/A01785488/2018,3/27/2018,Minnesota,C_IVA
A/swine/Iowa/A02215100/2017,5/3/2017,Iowa,2010-human_like
A/swine/Iowa/A01671944/2016,12/29/2016,Iowa,C_IVA
A/swine/North_Carolina/A01668240/2016,11/10/2016,North_Carolina,C_IVA
A/swine/Minnesota/A01472881/2015,8/10/2015,Minnesota,C_IVA
A/swine/Nebraska/A01823468/2015,7/9/2015,Nebraska,C_IVA
A/swine/Minnesota/A01471950/2015,6/29/2015,Minnesota,C_IVA
A/swine/Illinois/A01462759/2015,2/2/2015,Illinois,C_IVB
A/swine/Minnesota/A02136839/2017,11/21/2017,Minnesota,2010-human_like
A/swine/Kansas/A01378028/2017,7/26/2017,Kansas,C_IVB
A/swine/Ohio/6/2012,Jun-12,Ohio,C_IVA
A/swine/Missouri/A02524964/2020,12/7/2020,Missouri,2010-human_like
A/swine/Illinois/A02524521/2020,7/29/2020,Illinois,2010-human_like
A/swine/Minnesota/A02245307/2019,10/28/2019,Minnesota,2010-human_like
A/swine/Minnesota/A02245304/2019,10/24/2019,Minnesota,2010-human_like
A/swine/Minnesota/A02245296/2019,10/23/2019,Minnesota,2010-human_like
A/swine/Minnesota/A02245092/2019,3/27/2019,Minnesota,2010-human_like
A/swine/Minnesota/A01785723/2018,10/28/2018,Minnesota,2010-human_like
A/swine/Iowa/A02257387/2018,9/10/2018,Iowa,2010-human_like
A/swine/Iowa/A01785265/2017,5/19/2017,Iowa,2010-human_like
A/swine/Minnesota/A01671761/2016,12/22/2016,Minnesota,2010-human_like
A/swine/Iowa/A01668207/2016,11/10/2016,Iowa,C_IVA
A/swine/North_Carolina/A01895828/2016,4/14/2016,North_Carolina,C_IVA
A/swine/North_Carolina/A01729547/2016,1/11/2016,North_Carolina,C_IVA
A/swine/Kansas/A01476234/2014,8/18/2014,Kansas,C_IV
A/swine/Oklahoma/SG1501/2010,11/18/2010,Oklahoma,C_IVF
A/swine/Minnesota/A01076196/2010,2/28/2010,Minnesota,C_IVB
A/swine/Missouri/A02524996/2020,12/17/2020,Missouri,2010-human_like
A/swine/Oklahoma/A02245760/2020,10/23/2020,Oklahoma,2010-human_like
A/swine/Oklahoma/A02245747/2020,10/14/2020,Oklahoma,2010-human_like
A/swine/Iowa/A02524683/2020,10/1/2020,Iowa,2010-human_like
A/swine/Kansas/A02245726/2020,10/1/2020,Kansas,2010-human_like
A/swine/Kansas/A02245717/2020,9/21/2020,Kansas,2010-human_like
A/swine/Minnesota/A02245684/2020,8/12/2020,Minnesota,2010-human_like
A/swine/Kansas/A02245675/2020,6/24/2020,Kansas,2010-human_like
A/swine/Indiana/41765/2020,5/26/2020,Indiana,2016-human_like
A/swine/Indiana/37770/2020,5/11/2020,Indiana,2016-human_like
A/swine/Indiana/A02479308/2020,5/4/2020,Indiana,2016-human_like
A/swine/Indiana/31877/2020,4/21/2020,Indiana,2016-human_like
A/swine/Indiana/A02479362/2020,4/21/2020,Indiana,2016-human_like
A/swine/Minnesota/A02245306/2019,10/28/2019,Minnesota,2010-human_like
A/swine/Iowa/A02478658/2019,9/5/2019,Iowa,2010-human_like
A/swine/Minnesota/A02245182/2019,6/25/2019,Minnesota,2010-human_like
A/swine/Iowa/A02478562/2019,6/18/2019,Iowa,2010-human_like
A/swine/Texas/A01785298/2017,9/20/2017,Texas,C_IVA
A/swine/North_Carolina/A01895864/2016,4/21/2016,North_Carolina,C_IVA
A/swine/North_Carolina/A01945976/2015,10/27/2015,North_Carolina,C_IVA
A/swine/Nebraska/A01823392/2015,7/7/2015,Nebraska,C_IVA
A/swine/Nebraska/A01822499/2015,6/1/2015,Nebraska,C_IVA
A/swine/Nebraska/A01822258/2015,5/19/2015,Nebraska,C_IVA
A/swine/Illinois/A01462810/2015,2/16/2015,Illinois,C_IVB
A/swine/Kansas/A01477353/2014,8/18/2014,Kansas,C_IV
A/swine/Minnesota/A01076193/2010,2/14/2010,Minnesota,C_IVB
A/swine/Minnesota/A01781226/2016,9/8/2016,Minnesota,C_IVB
A/swine/Iowa/A02525298/2021,3/8/2021,Iowa,2010-human_like
A/swine/Minnesota/A02525223/2021,2/26/2021,Minnesota,2010-human_like
A/swine/Iowa/A02525214/2021,2/24/2021,Iowa,2010-human_like
A/swine/Iowa/A02525183/2021,2/17/2021,Iowa,2010-human_like
A/swine/Iowa/A02525153/2021,2/9/2021,Iowa,2010-human_like
A/swine/South_Dakota/A02524914/2020,11/17/2020,South_Dakota,C_IV
A/swine/Pennsylvania/A02524832/2020,10/29/2020,Pennsylvania,C_IVA
A/swine/Nebraska/A02524763/2020,10/20/2020,Nebraska,2010-human_like
A/swine/Indiana/80683/2020,10/15/2020,Indiana,2016-human_like
A/swine/Illinois/76194/2020,9/29/2020,Illinois,2016-human_like
A/swine/Illinois/A02524654/2020,9/22/2020,Illinois,2016-human_like
A/swine/Nebraska/A02524569/2020,8/26/2020,Nebraska,2010-human_like
A/swine/Minnesota/A02245641/2020,5/11/2020,Minnesota,2010-human_like
A/swine/Minnesota/A02245197/2019,7/10/2019,Minnesota,2010-human_like
A/swine/Ohio/OH18_08582.4/2018,4/15/2018,Ohio,C_IVA
A/swine/Texas/A01785299/2017,9/25/2017,Texas,C_IVA
A/swine/Michigan/A01672424/2017,1/20/2017,Michigan,C_IVB
A/swine/Nebraska/A01785243/2016,11/28/2016,Nebraska,C_IVA
A/swine/North_Carolina/A01731777/2016,2/16/2016,North_Carolina,C_IVA
A/swine/North_Carolina/A01945726/2015,10/19/2015,North_Carolina,C_IVA
A/swine/Nebraska/A01823621/2015,7/20/2015,Nebraska,C_IVA
A/swine/Iowa/A01476055/2014,7/1/2014,Iowa,C_IVB
A/swine/United_State/A01410955/2014,6/13/2014,Unknown,C_IVA
A/swine/Minnesota/A01240095/2011,11/21/2011,Minnesota,C_IVB
A/swine/Iowa/A02525221/2021,3/1/2021,Iowa,2010-human_like
A/swine/Missouri/A02525178/2021,2/11/2021,Missouri,2010-human_like
A/swine/Minnesota/A02525137/2021,2/2/2021,Minnesota,2010-human_like
A/swine/Iowa/A02525002/2020,12/21/2020,Iowa,2010-human_like
A/swine/Oklahoma/A02245761/2020,10/23/2020,Oklahoma,2010-human_like
A/swine/Iowa/A02524590/2020,8/31/2020,Iowa,2010-human_like
A/swine/Iowa/68185/2020,8/31/2020,Iowa,2016-human_like
A/swine/Iowa/A02524572/2020,8/26/2020,Iowa,2016-human_like
A/swine/Iowa/A02479427/2020,6/4/2020,Iowa,2010-human_like
A/swine/Iowa/A02479283/2020,4/28/2020,Iowa,C_IV
A/swine/Iowa/A02479032/2020,1/29/2020,Iowa,2010-human_like
A/swine/Iowa/A02479012/2020,1/24/2020,Iowa,2010-human_like
A/swine/Minnesota/A02245139/2019,5/22/2019,Minnesota,2010-human_like
A/swine/Iowa/A02169067/2018,5/20/2018,Iowa,2010-human_like
A/swine/Illinois/A02157056/2018,3/28/2018,Illinois,C_IVE
A/swine/Ohio/OH_18_6910/2018,3/26/2018,Ohio,C_IVA
A/swine/Iowa/A02214841/2017,4/11/2017,Iowa,C_IVA
A/swine/North_Carolina/A01781410/2016,9/14/2016,North_Carolina,C_IVA
A/swine/Iowa/A01894589/2016,4/1/2016,Iowa,C_IVA
A/swine/North_Carolina/A01945939/2015,10/24/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01945912/2015,10/24/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01945740/2015,10/21/2015,North_Carolina,C_IVA
A/swine/Minnesota/MT_12_07_1670/2012,10/31/2012,Minnesota,C_IVB
A/swine/Iowa/A01203571/2012,5/31/2012,Iowa,C_IVB
A/swine/Minnesota/MT_12_07_11_3_4/2011,12/9/2011,Minnesota,C_IVB
A/swine/Oklahoma/A02245680/2020,7/14/2020,Oklahoma,2010-human_like
A/swine/Missouri/A02525199/2021,2/22/2021,Missouri,2010-human_like
A/swine/Kentucky/A02525075/2021,1/13/2021,Kentucky,C_IVA
A/swine/Nebraska/A02524965/2020,12/7/2020,Nebraska,2010-human_like
A/swine/Utah/A02524953/2020,12/3/2020,Utah,2010-human_like
A/swine/Nebraska/A02524963/2020,12/2/2020,Nebraska,2010-human_like
A/swine/Minnesota/A02245823/2020,11/10/2020,Minnesota,2010-human_like
A/swine/Iowa/A02524845/2020,10/29/2020,Iowa,2010-human_like
A/swine/Indiana/A02524785/2020,10/27/2020,Indiana,2010-human_like
A/swine/Oklahoma/A02245759/2020,10/23/2020,Oklahoma,2010-human_like
A/swine/Nebraska/A02524731/2020,10/13/2020,Nebraska,2010-human_like
A/swine/Iowa/A02524685/2020,10/1/2020,Iowa,2010-human_like
A/swine/Minnesota/A02245681/2020,7/13/2020,Minnesota,2010-human_like
A/swine/Iowa/A02524734/2020,4/9/2020,Iowa,2010-human_like
A/swine/Kansas/A02479028/2020,1/24/2020,Kansas,2010-human_like
A/swine/Kansas/A02245376/2020,1/7/2020,Kansas,2010-human_like
A/swine/Minnesota/A02245278/2019,10/9/2019,Minnesota,C_IVA
A/swine/Iowa/A02478446/2019,4/26/2019,Iowa,2010-human_like
A/swine/Iowa/A02431988/2019,4/4/2019,Iowa,2010-human_like
A/swine/Iowa/A02139133/2017,12/12/2017,Iowa,2010-human_like
A/swine/Michigan/A02216465/2017,5/26/2017,Michigan,C_IVB
A/swine/Nebraska/A01672826/2017,2/1/2017,Nebraska,C_IVA
A/swine/Iowa/A01777663/2016,6/29/2016,Iowa,C_IVA
A/swine/Iowa/A01733626/2016,3/16/2016,Iowa,C_IVA
A/swine/Indiana/A01812059/2015,11/4/2015,Indiana,C_IVA
A/swine/North_Carolina/A01475825/2014,6/17/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01410779/2014,May-14,North_Carolina,C_IVA
A/swine/Wyoming/A01379327/2013,3/29/2013,Wyoming,C_IVA
A/swine/Minnesota/MT_12_07_11_3_27/2011,12/9/2011,Minnesota,C_IVB
A/swine/Minnesota/A01240088/2011,11/21/2011,Minnesota,C_IVB
A/swine/Iowa/A01057188/2010,5/24/2010,Iowa,C_IV
A/swine/Kansas/2014_104/2014,10/10/2014,Kansas,C_IVB
A/swine/Kansas/A02245387/2020,1/10/2020,Kansas,2010-human_like
A/swine/Iowa/A02525249/2021,3/11/2021,Iowa,2010-human_like
A/swine/Iowa/A02525040/2021,1/5/2021,Iowa,2010-human_like
A/swine/Iowa/A02525042/2020,12/30/2020,Iowa,2010-human_like
A/swine/Iowa/A02524903/2020,11/17/2020,Iowa,2010-human_like
A/swine/Iowa/A02524851/2020,10/30/2020,Iowa,2010-human_like
A/swine/Oklahoma/A02245714/2020,9/11/2020,Oklahoma,2010-human_like
A/swine/Iowa/A02479357/2020,5/21/2020,Iowa,2010-human_like
A/swine/Indiana/31785/2020,4/20/2020,Indiana,2016-human_like
A/swine/Indiana/A02479222/2020,4/13/2020,Indiana,2016-human_like
A/swine/Indiana/29545/2020,4/13/2020,Indiana,2016-human_like
A/swine/Nebraska/A02245377/2020,1/8/2020,Nebraska,2010-human_like
A/swine/Iowa/A02478730/2019,10/8/2019,Iowa,2010-human_like
A/swine/Minnesota/A02245106/2019,4/16/2019,Minnesota,2010-human_like
A/swine/Iowa/A02271039/2018,11/21/2018,Iowa,2010-human_like
A/swine/Iowa/A01785594/2018,8/3/2018,Iowa,2010-human_like
A/swine/Minnesota/A01785268/2017,5/22/2017,Minnesota,2010-human_like
A/swine/Minnesota/A02214704/2017,4/11/2017,Minnesota,C_IV
A/swine/North_Dakota/A01782435/2016,10/18/2016,North_Dakota,C_IVA
A/swine/Oklahoma/A01777830/2016,7/22/2016,Oklahoma,C_IVA
A/swine/North_Carolina/A01730588/2016,1/28/2016,North_Carolina,C_IVA
A/swine/Kansas/A01377649/2015,12/7/2015,Kansas,C_IVA
A/swine/Iowa/A01769343/2015,8/5/2015,Iowa,C_IVA
A/swine/Iowa/A02025203/2015,7/8/2015,Iowa,C_IVA
A/swine/Iowa/A02076179/2015,4/7/2015,Iowa,C_IVA
A/swine/Minnesota/MT_12_07_1657/2012,10/31/2012,Minnesota,C_IVB
A/swine/Michigan/A01259002/2012,10/22/2012,Michigan,C_IV
A/swine/Minnesota/18/2012,9/10/2012,Minnesota,C_IVE
A/swine/Iowa/A01049119/2010,11/19/2010,Iowa,C_IVB
A/swine/Kansas/A02245703/2020,8/31/2020,Kansas,2010-human_like
A/swine/Iowa/A02525036/2020,12/30/2020,Iowa,2010-human_like
A/swine/Iowa/A02524809/2020,10/28/2020,Iowa,2010-human_like
A/swine/Nebraska/A02524799/2020,10/27/2020,Nebraska,2010-human_like
A/swine/Minnesota/A02245758/2020,10/22/2020,Minnesota,2010-human_like
A/swine/Iowa/A02524613/2020,9/10/2020,Iowa,2010-human_like
A/swine/Iowa/A02524429/2020,6/16/2020,Iowa,2010-human_like
A/swine/Iowa/A02479355/2020,5/18/2020,Iowa,2010-human_like
A/swine/Iowa/A02479313/2020,5/6/2020,Iowa,2010-human_like
A/swine/Iowa/A02479305/2020,5/4/2020,Iowa,2010-human_like
A/swine/Iowa/A02479302/2020,5/1/2020,Iowa,2010-human_like
A/swine/Nebraska/A02245526/2020,3/5/2020,Nebraska,2010-human_like
A/swine/Iowa/A02478764/2019,10/15/2019,Iowa,C_IV
A/swine/Minnesota/A01785814/2019,1/4/2019,Minnesota,2010-human_like
A/swine/Iowa/A02172377/2018,7/13/2018,Iowa,C_IVA
A/swine/Minnesota/A01785568/2018,6/8/2018,Minnesota,2010-human_like
A/swine/Ohio/OH_18_7450/2018,4/2/2018,Ohio,C_IVA
A/swine/Ohio/OH_18_6906/2018,3/25/2018,Ohio,C_IVA
A/swine/Iowa/A01671744/2016,12/28/2016,Iowa,C_IVA
A/swine/Ohio/A01777765/2016,7/15/2016,Ohio,C_IVB
A/swine/Oklahoma/A01776961/2016,6/20/2016,Oklahoma,C_IVA
A/swine/Iowa/A01509846/2014,4/23/2014,Iowa,C_IVB
A/swine/Wyoming/A01397400/2013,6/25/2013,Wyoming,C_IVA
A/swine/Iowa/A01049185/2010,12/1/2010,Iowa,C_IVB
A/swine/Wyoming/A01380335/2013,4/30/2013,Wyoming,C_IVA
A/swine/Minnesota/A01785794/2018,12/20/2018,Minnesota,2010-human_like
A/swine/Iowa/03017/2010,4/28/2010,Iowa,C_IV
A/swine/Oklahoma/A02479098/2020,2/4/2020,Oklahoma,2010-human_like
A/swine/Oklahoma/A02479048/2020,2/4/2020,Oklahoma,2010-human_like
A/swine/South_Dakota/A02525141/2021,2/2/2021,South_Dakota,2010-human_like
A/swine/Iowa/A02525005/2020,12/18/2020,Iowa,2010-human_like
A/swine/Iowa/A02524986/2020,12/16/2020,Iowa,2010-human_like
A/swine/Indiana/84752/2020,10/29/2020,Indiana,2016-human_like
A/swine/Iowa/A02524700/2020,10/6/2020,Iowa,2010-human_like
A/swine/Minnesota/A02245708/2020,9/2/2020,Minnesota,2010-human_like
A/swine/Iowa/A02479233/2020,4/16/2020,Iowa,2010-human_like
A/swine/Minnesota/A02245563/2020,3/26/2020,Minnesota,2010-human_like
A/swine/Iowa/A02479159/2020,3/23/2020,Iowa,2010-human_like
A/swine/Nebraska/A02479150/2020,3/19/2020,Nebraska,2010-human_like
A/swine/Minnesota/A02245422/2020,2/24/2020,Minnesota,2010-human_like
A/swine/Kansas/A02245349/2019,12/3/2019,Kansas,2010-human_like
A/swine/Iowa/A02478829/2019,11/4/2019,Iowa,2010-human_like
A/swine/Illinois/A02478665/2019,9/3/2019,Illinois,2010-human_like
A/swine/Iowa/A02478586/2019,7/17/2019,Iowa,2010-human_like
A/swine/Iowa/A02431133/2019,3/11/2019,Iowa,2010-human_like
A/swine/Indiana/13275/2019,2/20/2019,Indiana,2016-human_like
A/swine/Indiana/A02430541/2019,2/19/2019,Indiana,2016-human_like
A/swine/Minnesota/A01785909/2019,1/24/2019,Minnesota,2010-human_like
A/swine/Iowa/A02136748/2017,11/17/2017,Iowa,C_IVA
A/swine/Ohio/A02134225/2017,10/17/2017,Ohio,C_IVA
A/swine/Michigan/A01671484/2016,12/16/2016,Michigan,C_IVB
A/swine/Illinois/A01895671/2016,4/18/2016,Illinois,C_IVA
A/swine/Illinois/A01732588/2016,2/25/2016,Illinois,C_IVA
A/swine/Minnesota/A01942325/2016,2/10/2016,Minnesota,C_IVA
A/swine/Iowa/A01941921/2015,12/30/2015,Iowa,C_IVA
A/swine/Illinois/A01820364/2015,4/14/2015,Illinois,C_IVA
A/swine/North_Carolina/A01410527/2014,Mar-14,North_Carolina,C_IVA
A/swine/Indiana/A01260462/2014,1/2/2014,Indiana,C_IVA
A/swine/Minnesota/A01279377/2012,11/21/2012,Minnesota,C_IVE
A/swine/Minnesota/MT_12_07_1647/2012,10/31/2012,Minnesota,C_IVB
A/swine/Minnesota/MT_12_07_1667/2012,10/31/2012,Minnesota,C_IVB
A/swine/Iowa/A01203196/2012,1/26/2012,Iowa,C_IVD
A/swine/Minnesota/MT_12_07_11_3_1/2011,12/9/2011,Minnesota,C_IVB
A/swine/Kansas/11_107824/2011,3/18/2011,Kansas,C_IVD
A/swine/Minnesota/A01076218/2010,8/1/2010,Minnesota,C_IVB
A/swine/Michigan/33261/2010,2010,Michigan,C_IVB
A/swine/South_Dakota/A02525007/2020,12/21/2020,South_Dakota,C_IVA
A/swine/Oklahoma/A02479121/2020,3/6/2020,Oklahoma,2010-human_like
A/swine/Minnesota/A02525044/2021,1/4/2021,Minnesota,C_IVA
A/swine/Iowa/A02525037/2021,1/4/2021,Iowa,2010-human_like
A/swine/Iowa/A02524934/2020,11/30/2020,Iowa,2010-human_like
A/swine/Minnesota/A02524881/2020,11/9/2020,Minnesota,2010-human_like
A/swine/Iowa/87006/2020,11/4/2020,Iowa,2016-human_like
A/swine/Iowa/A02524708/2020,10/7/2020,Iowa,2010-human_like
A/swine/Iowa/76794/2020,10/1/2020,Iowa,2016-human_like
A/swine/Iowa/A02524645/2020,9/22/2020,Iowa,2010-human_like
A/swine/Iowa/72078/2020,9/15/2020,Iowa,2016-human_like
A/swine/Iowa/A02524560/2020,8/20/2020,Iowa,2010-human_like
A/swine/Utah/A02524471/2020,6/30/2020,Utah,2010-human_like
A/swine/Iowa/A02524475/2020,6/26/2020,Iowa,2010-human_like
A/swine/Indiana/A02524437/2020,6/17/2020,Indiana,2010-human_like
A/swine/Minnesota/A02245663/2020,5/28/2020,Minnesota,2010-human_like
A/swine/Minnesota/A02245655/2020,5/20/2020,Minnesota,C_IVA
A/swine/Iowa/A022642/2020,5/11/2020,Iowa,2010-human_like
A/swine/Iowa/A02479036/2020,1/28/2020,Iowa,2010-human_like
A/swine/Iowa/A02479034/2020,1/27/2020,Iowa,2010-human_like
A/swine/Iowa/A02479018/2020,1/22/2020,Iowa,2010-human_like
A/swine/Nebraska/A02478986/2020,1/10/2020,Nebraska,2010-human_like
A/swine/Minnesota/A02245369/2019,12/20/2019,Minnesota,2010-human_like
A/swine/Kansas/A02478876/2019,11/13/2019,Kansas,2010-human_like
A/swine/Iowa/A02478762/2019,10/4/2019,Iowa,2010-human_like
A/swine/Kansas/A02245259/2019,10/1/2019,Kansas,2010-human_like
A/swine/Kansas/A02245244/2019,9/19/2019,Kansas,2010-human_like
A/swine/Missouri/A02431992/2019,4/2/2019,Missouri,2010-human_like
A/swine/Iowa/A02431352/2019,3/14/2019,Iowa,2010-human_like
A/swine/Minnesota/A01785768/2018,11/26/2018,Minnesota,2010-human_like
A/swine/Iowa/A02268516/2018,11/1/2018,Iowa,2010-human_like
A/swine/Minnesota/A01785718/2018,10/24/2018,Minnesota,2010-human_like
A/swine/Iowa/A02256649/2018,8/20/2018,Iowa,2010-human_like
A/swine/Ohio/OH18_09978.4/2018,4/29/2018,Ohio,C_IVA
A/swine/Ohio/OH_18_7965/2018,4/9/2018,Ohio,C_IVA
A/swine/Minnesota/A01785415/2018,1/9/2018,Minnesota,2010-human_like
A/swine/Minnesota/A01668935/2016,11/22/2016,Minnesota,2010-human_like
A/swine/Indiana/A01812250/2016,11/14/2016,Indiana,C_IVA
A/swine/North_Carolina/A02216473/2016,11/14/2016,North_Carolina,humanVaccine
A/swine/Indiana/A01777672/2016,7/6/2016,Indiana,C_IVA
A/swine/Missouri/A01775853/2016,5/24/2016,Missouri,C_IVA
A/swine/North_Dakota/A01895932/2016,4/19/2016,North_Dakota,C_IVA
A/swine/Illinois/A01567281/2014,12/23/2014,Illinois,C_IVB
A/swine/Iowa/A01566472/2014,9/24/2014,Iowa,C_IVB
A/swine/North_Carolina/A01410118/2014,Jan-14,North_Carolina,C_IVA
A/swine/Minnesota/A01490759/2013,12/26/2013,Minnesota,C_IVA
A/swine/Wyoming/A01397389/2013,6/25/2013,Wyoming,C_IVA
A/swine/Wyoming/A01381202/2013,5/21/2013,Wyoming,C_IVA
